code,market,dt,open,high,low,close,volume,amount,open_interest
601006.SH,stock,2022-03-25,6.6,6.67,6.59,6.61,22085241.0,146490559.0,0.0
601006.SH,stock,2022-03-28,6.59,6.71,6.52,6.7,45465378.0,301447012.0,0.0
601006.SH,stock,2022-03-29,6.68,6.84,6.64,6.79,56186890.0,379401146.0,0.0
601006.SH,stock,2022-03-30,6.78,6.85,6.75,6.78,36267214.0,246719043.0,0.0
601006.SH,stock,2022-03-31,6.79,6.89,6.77,6.87,42350154.0,289983312.0,0.0
601006.SH,stock,2022-04-01,6.84,6.92,6.82,6.88,33325941.0,228908634.0,0.0
601006.SH,stock,2022-04-06,6.87,6.95,6.87,6.95,40638311.0,281259928.0,0.0
601006.SH,stock,2022-04-07,6.94,6.97,6.82,6.83,33408665.0,229974573.0,0.0
601006.SH,stock,2022-04-08,6.83,6.92,6.8,6.9,36568912.0,251051658.0,0.0
601006.SH,stock,2022-04-11,6.9,6.99,6.84,6.89,67027757.0,464277284.0,0.0
601006.SH,stock,2022-04-12,6.85,6.97,6.81,6.95,41765170.0,287962933.0,0.0
601006.SH,stock,2022-04-13,6.91,7.01,6.9,6.93,45425786.0,316066675.0,0.0
601006.SH,stock,2022-04-14,6.91,6.93,6.79,6.82,53940990.0,368770396.0,0.0
601006.SH,stock,2022-04-15,6.76,6.83,6.72,6.76,56289834.0,381440728.0,0.0
601006.SH,stock,2022-04-18,6.78,6.87,6.69,6.82,35957580.0,244815145.0,0.0
601006.SH,stock,2022-04-19,6.8,7.0,6.78,6.99,60358629.0,418947661.0,0.0
601006.SH,stock,2022-04-20,7.02,7.06,6.91,6.93,47419261.0,331171173.0,0.0
601006.SH,stock,2022-04-21,6.93,7.0,6.88,6.92,50891670.0,352985732.0,0.0
601006.SH,stock,2022-04-22,6.9,7.04,6.87,7.0,48757556.0,341203232.0,0.0
601006.SH,stock,2022-04-25,6.98,7.08,6.91,6.92,70332921.0,492980841.0,0.0
601006.SH,stock,2022-04-26,6.88,6.99,6.8,6.82,46892044.0,323178261.0,0.0
601006.SH,stock,2022-04-27,6.79,6.93,6.74,6.93,58076811.0,397364010.0,0.0
601006.SH,stock,2022-04-28,6.82,6.87,6.59,6.8,70254191.0,471636935.0,0.0
601006.SH,stock,2022-04-29,6.75,6.78,6.65,6.66,54836896.0,366997979.0,0.0
601006.SH,stock,2022-05-05,6.69,6.73,6.58,6.59,52886319.0,350394703.0,0.0
601006.SH,stock,2022-05-06,6.55,6.58,6.45,6.5,41874163.0,272319275.0,0.0
601006.SH,stock,2022-05-09,6.5,6.59,6.46,6.58,21861373.0,143087763.0,0.0
601006.SH,stock,2022-05-10,6.53,6.58,6.46,6.52,39765566.0,259004250.0,0.0
601006.SH,stock,2022-05-11,6.52,6.57,6.51,6.53,32595827.0,212887087.0,0.0
601006.SH,stock,2022-05-12,6.51,6.54,6.49,6.51,30204489.0,196615848.0,0.0
601006.SH,stock,2022-05-13,6.53,6.59,6.51,6.58,34439800.0,226001887.0,0.0
601006.SH,stock,2022-05-16,6.57,6.59,6.52,6.55,20957190.0,137243771.0,0.0
601006.SH,stock,2022-05-17,6.55,6.58,6.53,6.53,16533338.0,108214693.0,0.0
601006.SH,stock,2022-05-18,6.55,6.56,6.48,6.5,32616272.0,212339168.0,0.0
601006.SH,stock,2022-05-19,6.46,6.51,6.44,6.49,36749021.0,237925792.0,0.0
601006.SH,stock,2022-05-20,6.48,6.59,6.48,6.57,30478932.0,199736899.0,0.0
601006.SH,stock,2022-05-23,6.57,6.6,6.56,6.59,25208262.0,165801070.0,0.0
601006.SH,stock,2022-05-24,6.6,6.61,6.54,6.55,28757222.0,188995822.0,0.0
601006.SH,stock,2022-05-25,6.55,6.66,6.54,6.65,31262312.0,207130560.0,0.0
601006.SH,stock,2022-05-26,6.67,6.76,6.66,6.74,39777781.0,266610082.0,0.0
601006.SH,stock,2022-05-27,6.75,6.78,6.7,6.76,28804382.0,194035270.0,0.0
601006.SH,stock,2022-05-30,6.77,6.82,6.68,6.71,24393971.0,164144860.0,0.0
601006.SH,stock,2022-05-31,6.71,6.78,6.68,6.71,29386524.0,197578061.0,0.0
601006.SH,stock,2022-06-01,6.69,6.74,6.66,6.69,31200987.0,208945263.0,0.0
601006.SH,stock,2022-06-02,6.69,6.72,6.66,6.67,14872783.0,99398362.0,0.0
601006.SH,stock,2022-06-06,6.66,6.67,6.57,6.61,47523434.0,313482325.0,0.0
601006.SH,stock,2022-06-07,6.6,6.64,6.58,6.6,26550206.0,175374073.0,0.0
601006.SH,stock,2022-06-08,6.61,6.7,6.59,6.69,32201265.0,213513437.0,0.0
601006.SH,stock,2022-06-09,6.68,6.75,6.67,6.74,39945238.0,268206419.0,0.0
601006.SH,stock,2022-06-10,6.7,6.74,6.67,6.71,32387078.0,217110362.0,0.0
601006.SH,stock,2022-06-13,6.69,6.7,6.6,6.62,42215480.0,279916774.0,0.0
601006.SH,stock,2022-06-14,6.62,6.68,6.59,6.67,28824516.0,190877227.0,0.0
601006.SH,stock,2022-06-15,6.67,6.78,6.65,6.71,45241847.0,304673397.0,0.0
601006.SH,stock,2022-06-16,6.71,6.73,6.62,6.62,37974523.0,252687970.0,0.0
601006.SH,stock,2022-06-17,6.61,6.66,6.6,6.65,26363193.0,174704144.0,0.0
601006.SH,stock,2022-06-20,6.64,6.66,6.56,6.58,41985303.0,276744240.0,0.0
601006.SH,stock,2022-06-21,6.6,6.63,6.58,6.6,21051662.0,139133220.0,0.0
601006.SH,stock,2022-06-22,6.6,6.62,6.57,6.57,14863941.0,97956856.0,0.0
601006.SH,stock,2022-06-23,6.57,6.59,6.55,6.59,25699076.0,168783680.0,0.0
601006.SH,stock,2022-06-24,6.6,6.6,6.54,6.56,35258833.0,231551535.0,0.0
601006.SH,stock,2022-06-27,6.57,6.58,6.54,6.55,32136630.0,210758736.0,0.0
601006.SH,stock,2022-06-28,6.55,6.57,6.51,6.56,43434930.0,284015524.0,0.0
601006.SH,stock,2022-06-29,6.56,6.61,6.55,6.58,36757406.0,241931896.0,0.0
601006.SH,stock,2022-06-30,6.6,6.63,6.57,6.59,42281966.0,278899069.0,0.0
601006.SH,stock,2022-07-01,6.61,6.62,6.59,6.61,24614298.0,162673456.0,0.0
601006.SH,stock,2022-07-04,6.62,6.65,6.6,6.65,34234776.0,226846834.0,0.0
601006.SH,stock,2022-07-05,6.65,6.71,6.64,6.68,49016384.0,327496295.0,0.0
601006.SH,stock,2022-07-06,6.68,6.69,6.59,6.63,60841275.0,403418064.0,0.0
601006.SH,stock,2022-07-07,6.15,6.18,6.06,6.06,72164793.0,439789459.0,0.0
601006.SH,stock,2022-07-08,6.09,6.1,6.05,6.06,33516615.0,203368896.0,0.0
601006.SH,stock,2022-07-11,6.06,6.07,6.04,6.04,22807935.0,138023306.0,0.0
601006.SH,stock,2022-07-12,6.05,6.11,6.04,6.08,20948904.0,127536032.0,0.0
601006.SH,stock,2022-07-13,6.08,6.13,6.07,6.09,20222428.0,123447790.0,0.0
601006.SH,stock,2022-07-14,6.11,6.12,6.06,6.1,20578404.0,125252549.0,0.0
601006.SH,stock,2022-07-15,6.1,6.11,6.02,6.02,21328912.0,129263269.0,0.0
601006.SH,stock,2022-07-18,6.05,6.08,6.03,6.06,14838591.0,89952234.0,0.0
601006.SH,stock,2022-07-19,6.06,6.08,6.05,6.06,15792547.0,95788299.0,0.0
601006.SH,stock,2022-07-20,6.08,6.08,6.06,6.08,11604665.0,70420864.0,0.0
601006.SH,stock,2022-07-21,6.07,6.08,6.02,6.03,18492692.0,111850701.0,0.0
601006.SH,stock,2022-07-22,6.04,6.06,6.03,6.05,10980944.0,66376311.0,0.0
601006.SH,stock,2022-07-25,6.07,6.07,6.03,6.04,9000832.0,54410961.0,0.0
601006.SH,stock,2022-07-26,6.04,6.08,6.03,6.05,15526136.0,94074803.0,0.0
601006.SH,stock,2022-07-27,6.06,6.08,6.04,6.04,12990235.0,78669298.0,0.0
601006.SH,stock,2022-07-28,6.05,6.06,6.03,6.04,17998519.0,108867500.0,0.0
601006.SH,stock,2022-07-29,6.05,6.07,6.03,6.05,17606185.0,106534489.0,0.0
601006.SH,stock,2022-08-01,6.04,6.05,6.02,6.02,15730845.0,94884169.0,0.0
601006.SH,stock,2022-08-02,6.02,6.03,5.95,5.97,35635008.0,212783715.0,0.0
601006.SH,stock,2022-08-03,5.99,6.1,5.97,6.05,46779165.0,283467833.0,0.0
601006.SH,stock,2022-08-04,6.06,6.09,6.03,6.09,19817819.0,120135669.0,0.0
601006.SH,stock,2022-08-05,6.09,6.12,6.05,6.11,16183725.0,98598326.0,0.0
601006.SH,stock,2022-08-08,6.11,6.12,6.07,6.08,12310611.0,74963291.0,0.0
601006.SH,stock,2022-08-09,6.08,6.18,6.07,6.17,34413731.0,211230163.0,0.0
601006.SH,stock,2022-08-10,6.18,6.18,6.11,6.14,13560226.0,83218567.0,0.0
601006.SH,stock,2022-08-11,6.15,6.18,6.13,6.17,15046999.0,92730255.0,0.0
601006.SH,stock,2022-08-12,6.18,6.23,6.16,6.22,22209643.0,137716059.0,0.0
601006.SH,stock,2022-08-15,6.2,6.25,6.18,6.22,20102647.0,124830971.0,0.0
601006.SH,stock,2022-08-16,6.22,6.25,6.19,6.19,17676834.0,109930033.0,0.0
601006.SH,stock,2022-08-17,6.21,6.25,6.18,6.23,15985707.0,99631038.0,0.0
601006.SH,stock,2022-08-18,6.24,6.25,6.19,6.22,11269080.0,69999533.0,0.0
601006.SH,stock,2022-08-19,6.22,6.31,6.21,6.26,28219874.0,176914550.0,0.0
601006.SH,stock,2022-08-22,6.26,6.32,6.25,6.27,23083244.0,145284589.0,0.0
601006.SH,stock,2022-08-23,6.28,6.31,6.24,6.3,22538960.0,141469826.0,0.0
601006.SH,stock,2022-08-24,6.28,6.32,6.24,6.25,27006611.0,169583016.0,0.0
601006.SH,stock,2022-08-25,6.26,6.38,6.25,6.36,36610691.0,232132530.0,0.0
601006.SH,stock,2022-08-26,6.37,6.39,6.33,6.36,23813960.0,151518612.0,0.0
601006.SH,stock,2022-08-29,6.34,6.4,6.32,6.39,20152446.0,128458824.0,0.0
601006.SH,stock,2022-08-30,6.4,6.47,6.38,6.45,43711078.0,281782043.0,0.0
601006.SH,stock,2022-08-31,6.44,6.5,6.42,6.45,35606311.0,230083308.0,0.0
601006.SH,stock,2022-09-01,6.47,6.58,6.45,6.54,52934298.0,346309571.0,0.0
601006.SH,stock,2022-09-02,6.55,6.56,6.43,6.5,37688698.0,244785365.0,0.0
601006.SH,stock,2022-09-05,6.51,6.63,6.48,6.6,43177811.0,283919908.0,0.0
601006.SH,stock,2022-09-06,6.61,6.64,6.55,6.62,37534586.0,248183134.0,0.0
601006.SH,stock,2022-09-07,6.62,6.64,6.57,6.62,30849712.0,203964767.0,0.0
601006.SH,stock,2022-09-08,6.62,6.67,6.57,6.67,36911466.0,244796753.0,0.0
601006.SH,stock,2022-09-09,6.66,6.71,6.64,6.68,29916971.0,199825421.0,0.0
601006.SH,stock,2022-09-13,6.68,6.76,6.66,6.74,41693629.0,280178127.0,0.0
601006.SH,stock,2022-09-14,6.71,6.73,6.66,6.7,30985526.0,207465022.0,0.0
601006.SH,stock,2022-09-15,6.7,6.84,6.7,6.84,69322739.0,471096854.0,0.0
601006.SH,stock,2022-09-16,6.84,6.85,6.63,6.67,66363229.0,445442076.0,0.0
601006.SH,stock,2022-09-19,6.65,6.77,6.57,6.76,57646305.0,385813754.0,0.0
601006.SH,stock,2022-09-20,6.78,6.79,6.7,6.74,29639789.0,199807860.0,0.0
601006.SH,stock,2022-09-21,6.76,6.82,6.69,6.78,33357304.0,225884715.0,0.0
601006.SH,stock,2022-09-22,6.76,6.78,6.7,6.76,29584860.0,199581853.0,0.0
601006.SH,stock,2022-09-23,6.75,6.87,6.75,6.77,43297132.0,294637298.0,0.0
601006.SH,stock,2022-09-26,6.74,6.82,6.64,6.67,44376788.0,297534782.0,0.0
601006.SH,stock,2022-09-27,6.67,6.77,6.56,6.73,45359352.0,303160813.0,0.0
601006.SH,stock,2022-09-28,6.73,6.78,6.68,6.73,28986132.0,195445052.0,0.0
601006.SH,stock,2022-09-29,6.75,6.79,6.64,6.68,24111159.0,161601124.0,0.0
601006.SH,stock,2022-09-30,6.67,6.78,6.66,6.77,26966146.0,181805322.0,0.0
601006.SH,stock,2022-10-10,6.7,6.82,6.7,6.71,53701910.0,363096912.0,0.0
601006.SH,stock,2022-10-11,6.71,6.78,6.66,6.75,31615211.0,212413902.0,0.0
601006.SH,stock,2022-10-12,6.75,6.79,6.69,6.76,26832134.0,181121985.0,0.0
601006.SH,stock,2022-10-13,6.76,6.78,6.67,6.7,26142771.0,175319074.0,0.0
601006.SH,stock,2022-10-14,6.74,6.76,6.68,6.69,32099189.0,215421569.0,0.0
601006.SH,stock,2022-10-17,6.7,6.95,6.69,6.85,60360329.0,412027682.0,0.0
601006.SH,stock,2022-10-18,6.87,7.05,6.85,7.0,63492082.0,443021084.0,0.0
601006.SH,stock,2022-10-19,7.01,7.01,6.89,6.91,28453659.0,197538211.0,0.0
601006.SH,stock,2022-10-20,6.91,6.95,6.78,6.79,37274185.0,254665724.0,0.0
601006.SH,stock,2022-10-21,6.78,6.94,6.78,6.86,26600284.0,182646135.0,0.0
601006.SH,stock,2022-10-24,6.9,6.9,6.63,6.65,45436649.0,305156681.0,0.0
601006.SH,stock,2022-10-25,6.63,6.7,6.58,6.65,36809028.0,244384099.0,0.0
601006.SH,stock,2022-10-26,6.64,6.69,6.51,6.6,48290163.0,318495265.0,0.0
601006.SH,stock,2022-10-27,6.57,6.64,6.54,6.63,31360283.0,206977739.0,0.0
601006.SH,stock,2022-10-28,6.59,6.62,6.48,6.5,40718664.0,266172774.0,0.0
601006.SH,stock,2022-10-31,6.5,6.54,6.36,6.41,49825545.0,320471024.0,0.0
601006.SH,stock,2022-11-01,6.37,6.49,6.36,6.46,35851024.0,230577868.0,0.0
601006.SH,stock,2022-11-02,6.46,6.6,6.44,6.55,28913102.0,189392359.0,0.0
601006.SH,stock,2022-11-03,6.54,6.59,6.51,6.58,21169808.0,138754700.0,0.0
601006.SH,stock,2022-11-04,6.6,6.65,6.56,6.61,27786751.0,183867503.0,0.0
601006.SH,stock,2022-11-07,6.6,6.62,6.55,6.59,20209614.0,132977170.0,0.0
601006.SH,stock,2022-11-08,6.6,6.61,6.53,6.59,21165081.0,139063313.0,0.0
601006.SH,stock,2022-11-09,6.56,6.63,6.53,6.54,17179827.0,112991418.0,0.0
601006.SH,stock,2022-11-10,6.54,6.63,6.48,6.61,34402423.0,226355032.0,0.0
601006.SH,stock,2022-11-11,6.65,6.66,6.58,6.62,28562358.0,189210313.0,0.0
601006.SH,stock,2022-11-14,6.61,6.68,6.6,6.65,27324316.0,181792968.0,0.0
601006.SH,stock,2022-11-15,6.61,6.62,6.49,6.53,55323074.0,361637887.0,0.0
601006.SH,stock,2022-11-16,6.54,6.6,6.53,6.56,27986134.0,184057440.0,0.0
601006.SH,stock,2022-11-17,6.53,6.59,6.5,6.51,25602308.0,167292109.0,0.0
601006.SH,stock,2022-11-18,6.53,6.54,6.48,6.48,23181500.0,150834348.0,0.0
601006.SH,stock,2022-11-21,6.48,6.51,6.41,6.43,23861110.0,153945130.0,0.0
601006.SH,stock,2022-11-22,6.43,6.65,6.42,6.63,59881356.0,393375335.0,0.0
601006.SH,stock,2022-11-23,6.63,6.75,6.59,6.69,48563407.0,324553727.0,0.0
601006.SH,stock,2022-11-24,6.69,6.73,6.63,6.69,20774475.0,138897250.0,0.0
601006.SH,stock,2022-11-25,6.69,6.82,6.68,6.8,30652316.0,207581788.0,0.0
601006.SH,stock,2022-11-28,6.78,6.79,6.66,6.76,26324657.0,176898052.0,0.0
601006.SH,stock,2022-11-29,6.76,6.84,6.75,6.82,24745334.0,168259667.0,0.0
601006.SH,stock,2022-11-30,6.79,6.87,6.78,6.85,29225971.0,199507315.0,0.0
601006.SH,stock,2022-12-01,6.85,6.89,6.77,6.78,35983968.0,245268811.0,0.0
601006.SH,stock,2022-12-02,6.76,6.82,6.73,6.77,22734807.0,153737809.0,0.0
601006.SH,stock,2022-12-05,6.83,6.93,6.82,6.9,34498632.0,237728257.0,0.0
601006.SH,stock,2022-12-06,6.9,6.92,6.85,6.9,27028942.0,186256093.0,0.0
601006.SH,stock,2022-12-07,6.9,6.95,6.83,6.87,32275465.0,222330847.0,0.0
601006.SH,stock,2022-12-08,6.85,6.89,6.8,6.85,27047018.0,185020547.0,0.0
601006.SH,stock,2022-12-09,6.84,6.85,6.67,6.76,51528563.0,347700678.0,0.0
601006.SH,stock,2022-12-12,6.72,6.77,6.69,6.71,26853620.0,180612656.0,0.0
601006.SH,stock,2022-12-13,6.73,6.76,6.69,6.71,28459992.0,191156704.0,0.0
601006.SH,stock,2022-12-14,6.72,6.8,6.66,6.76,25387281.0,171267803.0,0.0
601006.SH,stock,2022-12-15,6.76,6.79,6.61,6.62,30741801.0,204893937.0,0.0
601006.SH,stock,2022-12-16,6.6,6.73,6.6,6.73,28156703.0,188309064.0,0.0
601006.SH,stock,2022-12-19,6.73,6.73,6.57,6.59,24582886.0,163099797.0,0.0
601006.SH,stock,2022-12-20,6.6,6.64,6.51,6.54,31177698.0,204615995.0,0.0
601006.SH,stock,2022-12-21,6.54,6.7,6.54,6.66,24131052.0,160256794.0,0.0
601006.SH,stock,2022-12-22,6.66,6.71,6.55,6.58,19532349.0,129567307.0,0.0
601006.SH,stock,2022-12-23,6.57,6.63,6.55,6.57,13411314.0,88340181.0,0.0
601006.SH,stock,2022-12-26,6.57,6.6,6.52,6.52,17849700.0,116763562.0,0.0
601006.SH,stock,2022-12-27,6.57,6.65,6.55,6.58,20244997.0,133547248.0,0.0
601006.SH,stock,2022-12-28,6.59,6.65,6.55,6.63,15867796.0,104961741.0,0.0
601006.SH,stock,2022-12-29,6.6,6.63,6.55,6.58,17397282.0,114615565.0,0.0
601006.SH,stock,2022-12-30,6.6,6.69,6.6,6.68,22264988.0,148267317.0,0.0
601006.SH,stock,2023-01-03,6.68,6.74,6.6,6.62,41600862.0,276422962.0,0.0
601006.SH,stock,2023-01-04,6.63,6.67,6.61,6.63,30025120.0,199171957.0,0.0
601006.SH,stock,2023-01-05,6.66,6.67,6.61,6.62,29309656.0,194435949.0,0.0
601006.SH,stock,2023-01-06,6.62,6.63,6.55,6.58,34353226.0,226636615.0,0.0
601006.SH,stock,2023-01-09,6.58,6.6,6.55,6.55,28496162.0,187071733.0,0.0
601006.SH,stock,2023-01-10,6.55,6.57,6.53,6.53,22572511.0,147664874.0,0.0
601006.SH,stock,2023-01-11,6.53,6.59,6.52,6.58,31626655.0,207417704.0,0.0
601006.SH,stock,2023-01-12,6.56,6.58,6.54,6.57,26777609.0,175627710.0,0.0
601006.SH,stock,2023-01-13,6.57,6.69,6.57,6.68,43868104.0,292001690.0,0.0
601006.SH,stock,2023-01-16,6.69,6.71,6.63,6.67,31400035.0,209705971.0,0.0
601006.SH,stock,2023-01-17,6.67,6.68,6.63,6.66,18922305.0,125889711.0,0.0
601006.SH,stock,2023-01-18,6.66,6.68,6.62,6.65,19384816.0,128727945.0,0.0
601006.SH,stock,2023-01-19,6.64,6.66,6.63,6.66,14213080.0,94413534.0,0.0
601006.SH,stock,2023-01-20,6.66,6.7,6.64,6.7,20733889.0,138532428.0,0.0
601006.SH,stock,2023-01-30,6.72,6.74,6.66,6.67,33860850.0,226691294.0,0.0
601006.SH,stock,2023-01-31,6.67,6.72,6.66,6.7,29502746.0,197794290.0,0.0
601006.SH,stock,2023-02-01,6.7,6.72,6.68,6.7,21070411.0,141149191.0,0.0
601006.SH,stock,2023-02-02,6.7,6.72,6.68,6.69,22938692.0,153753624.0,0.0
601006.SH,stock,2023-02-03,6.69,6.7,6.64,6.65,22804800.0,151898204.0,0.0
601006.SH,stock,2023-02-06,6.64,6.68,6.61,6.65,23810903.0,158422332.0,0.0
601006.SH,stock,2023-02-07,6.65,6.68,6.64,6.67,15577544.0,103805716.0,0.0
601006.SH,stock,2023-02-08,6.69,6.72,6.66,6.68,18889363.0,126328504.0,0.0
601006.SH,stock,2023-02-09,6.67,6.7,6.66,6.68,17919684.0,119698733.0,0.0
601006.SH,stock,2023-02-10,6.68,6.71,6.67,6.69,17336206.0,115995561.0,0.0
601006.SH,stock,2023-02-13,6.71,6.71,6.67,6.7,23374709.0,156340370.0,0.0
601006.SH,stock,2023-02-14,6.71,6.73,6.69,6.71,21551861.0,144467889.0,0.0
601006.SH,stock,2023-02-15,6.71,6.72,6.67,6.69,18289973.0,122345155.0,0.0
601006.SH,stock,2023-02-16,6.69,6.72,6.63,6.65,29922518.0,200149979.0,0.0
601006.SH,stock,2023-02-17,6.65,6.69,6.64,6.65,20977375.0,139937231.0,0.0
601006.SH,stock,2023-02-20,6.67,6.73,6.65,6.73,28664119.0,192067135.0,0.0
601006.SH,stock,2023-02-21,6.74,6.83,6.72,6.8,26053888.0,176765750.0,0.0
601006.SH,stock,2023-02-22,6.8,6.81,6.77,6.79,16023948.0,108877894.0,0.0
601006.SH,stock,2023-02-23,6.8,6.83,6.76,6.78,15521281.0,105558156.0,0.0
601006.SH,stock,2023-02-24,6.8,6.8,6.75,6.77,15077311.0,102112137.0,0.0
601006.SH,stock,2023-02-27,6.77,6.83,6.76,6.82,20493902.0,139366838.0,0.0
601006.SH,stock,2023-02-28,6.82,6.83,6.79,6.79,19114598.0,130056532.0,0.0
601006.SH,stock,2023-03-01,6.82,6.91,6.8,6.89,41452216.0,285317373.0,0.0
601006.SH,stock,2023-03-02,6.89,6.99,6.87,6.96,40360930.0,280440829.0,0.0
601006.SH,stock,2023-03-03,6.98,7.08,6.94,7.06,52383804.0,368414283.0,0.0
601006.SH,stock,2023-03-06,7.06,7.15,7.05,7.07,49230649.0,349502430.0,0.0
601006.SH,stock,2023-03-07,7.07,7.39,7.06,7.17,100438353.0,729509724.0,0.0
601006.SH,stock,2023-03-08,7.15,7.27,7.11,7.24,43906651.0,316560069.0,0.0
601006.SH,stock,2023-03-09,7.28,7.35,7.25,7.29,41827760.0,305454623.0,0.0
601006.SH,stock,2023-03-10,7.26,7.27,7.1,7.11,49931542.0,358527173.0,0.0
601006.SH,stock,2023-03-13,7.15,7.28,7.13,7.27,42549576.0,306359576.0,0.0
601006.SH,stock,2023-03-14,7.25,7.36,7.23,7.23,44041084.0,320827238.0,0.0
601006.SH,stock,2023-03-15,7.24,7.33,7.19,7.29,34566245.0,251376969.0,0.0
601006.SH,stock,2023-03-16,7.29,7.36,7.26,7.31,41798428.0,306291410.0,0.0
